,Unnamed: 0,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
950,950,163,Amstel Brouwerij B. V.,1247523992,4.0,2.0,2.0,Cobratrooper,Light Lager,3.0,3.0,Amstel Light,3.5,436
951,951,2724,Pacific Coast Brewing Company,1293610149,2.0,2.5,3.0,womencantsail,American Pale Ale (APA),3.5,2.0,Grey Whale Ale,4.6,41084
952,952,2724,Pacific Coast Brewing Company,1291597816,1.5,3.0,2.5,isualum12,American Pale Ale (APA),2.5,4.0,Grey Whale Ale,4.6,41084
953,953,2724,Pacific Coast Brewing Company,1203380218,4.0,3.5,3.5,barleywinefiend,American Pale Ale (APA),3.5,3.5,Grey Whale Ale,4.6,41084
954,954,2724,Pacific Coast Brewing Company,1293610540,3.5,4.0,4.0,womencantsail,American Stout,3.5,3.5,Killer Whale Stout,5.0,8770
955,955,2724,Pacific Coast Brewing Company,1291596683,2.5,2.0,4.5,isualum12,American Stout,4.0,2.5,Killer Whale Stout,5.0,8770
956,956,2724,Pacific Coast Brewing Company,1226877087,4.5,4.0,5.0,jjboesen,American Stout,4.5,4.0,Killer Whale Stout,5.0,8770
957,957,2724,Pacific Coast Brewing Company,1203378644,4.0,3.5,3.5,barleywinefiend,American Stout,4.0,4.0,Killer Whale Stout,5.0,8770
958,958,2724,Pacific Coast Brewing Company,1200257612,4.5,4.5,3.5,MisterClean,American Stout,4.5,5.0,Killer Whale Stout,5.0,8770
959,959,2724,Pacific Coast Brewing Company,1046615597,4.0,4.0,4.5,Mark,American Stout,4.5,4.0,Killer Whale Stout,5.0,8770
960,960,2724,Pacific Coast Brewing Company,1215743407,4.0,3.5,4.0,hoegaardenhero,American Amber / Red Ale,4.5,3.5,Emerald Ale,,37498
961,961,2724,Pacific Coast Brewing Company,1203379699,4.0,4.0,4.0,barleywinefiend,American Amber / Red Ale,4.0,4.0,Emerald Ale,,37498
962,962,2724,Pacific Coast Brewing Company,1183260774,4.0,4.0,4.5,Mark,American Amber / Red Ale,4.5,4.0,Emerald Ale,,37498
963,963,7345,Kirner Bier,1309045277,4.0,3.5,4.5,seanyfo,Maibock / Helles Bock,4.0,4.0,Schinderhannes Bock,7.1,70395
964,964,7345,Kirner Bier,1253129442,4.0,3.0,4.0,illidurit,German Pilsener,3.5,3.5,Kirner Pils Premium,4.8,49803
965,965,7345,Kirner Bier,1242400162,4.5,4.5,3.5,TheSarge,German Pilsener,4.0,4.0,Kirner Pils Premium,4.8,49803
966,966,12770,City Grille and Brewhaus,1145739752,3.0,3.5,4.5,UncleJimbo,Fruit / Vegetable Beer,3.5,3.0,City Razz,,30090
967,967,12770,City Grille and Brewhaus,1145738287,3.0,3.0,3.0,UncleJimbo,Light Lager,3.0,3.5,City Light,,30084
968,968,12770,City Grille and Brewhaus,1145738954,4.0,3.0,4.0,UncleJimbo,American Pale Ale (APA),3.5,4.0,City Pale Ale,,30088
969,969,12770,City Grille and Brewhaus,1145739283,4.0,4.0,4.0,UncleJimbo,American Stout,4.0,4.0,City Stout,,27689
970,970,12770,City Grille and Brewhaus,1136485310,1.5,2.0,3.0,grumpy,American Stout,1.0,1.5,City Stout,,27689
971,971,12770,City Grille and Brewhaus,1145739497,3.5,3.5,3.5,UncleJimbo,Pumpkin Ale,3.0,3.0,City Pumpkin,,30089
972,972,12770,City Grille and Brewhaus,1145738512,3.5,3.0,4.0,UncleJimbo,American Amber / Red Ale,3.0,3.5,City Amber,,30085
973,973,163,Amstel Brouwerij B. V.,1258123064,3.0,3.5,2.5,RuudJH,Dortmunder / Export Lager,3.0,3.0,Amstel Gold,7.0,1415
974,974,163,Amstel Brouwerij B. V.,1171328855,4.0,3.0,3.5,Vancer,Dortmunder / Export Lager,3.5,3.5,Amstel Gold,7.0,1415
975,975,163,Amstel Brouwerij B. V.,1102726891,3.0,3.0,4.0,ahking,Dortmunder / Export Lager,3.5,2.5,Amstel Gold,7.0,1415
976,976,163,Amstel Brouwerij B. V.,1246937762,3.0,2.0,2.0,ExtraStout,Light Lager,2.0,2.0,Amstel Light,3.5,436
977,977,163,Amstel Brouwerij B. V.,1297791964,3.5,3.5,4.0,RuudJH,Euro Strong Lager,3.0,3.0,Amstel Sterk (Strong),7.5,66308
978,978,163,Amstel Brouwerij B. V.,1129129727,2.5,2.5,3.0,patto1ro,Euro Dark Lager,1.5,2.0,Amstel Oud Bruin,,1419
979,979,163,Amstel Brouwerij B. V.,1309642281,3.0,3.0,3.5,Brabander,Low Alcohol Beer,3.0,3.5,Amstel Malt,0.1,59239
980,980,163,Amstel Brouwerij B. V.,1276609571,3.5,2.0,3.5,kingcrowing,Low Alcohol Beer,3.0,2.5,Amstel Malt,0.1,59239
981,981,163,Amstel Brouwerij B. V.,1272791396,2.5,2.0,2.5,GENNER,Light Lager,3.0,3.5,Amstel Light,3.5,436
982,982,163,Amstel Brouwerij B. V.,1272414823,1.5,3.0,2.5,Halcyondays,Light Lager,1.5,1.5,Amstel Light,3.5,436
983,983,163,Amstel Brouwerij B. V.,1270860946,4.5,3.0,2.5,tjsdomer2,Light Lager,4.0,3.5,Amstel Light,3.5,436
984,984,163,Amstel Brouwerij B. V.,1270244341,1.0,2.0,2.5,donkeyrunner,Light Lager,2.0,1.5,Amstel Light,3.5,436
985,985,163,Amstel Brouwerij B. V.,1269878716,4.0,1.0,2.0,vette2006c5r,Light Lager,2.0,2.0,Amstel Light,3.5,436
986,986,163,Amstel Brouwerij B. V.,1269751239,2.0,1.0,2.0,buschbeer,Light Lager,2.0,2.0,Amstel Light,3.5,436
987,987,163,Amstel Brouwerij B. V.,1269302021,3.0,3.0,3.5,BlackBearForge,Light Lager,2.5,2.5,Amstel Light,3.5,436
988,988,163,Amstel Brouwerij B. V.,1266443559,2.5,2.5,4.0,ChainGangGuy,Light Lager,3.0,2.5,Amstel Light,3.5,436
989,989,163,Amstel Brouwerij B. V.,1264903946,2.0,1.5,2.0,Clydesdale,Light Lager,2.5,2.0,Amstel Light,3.5,436
990,990,163,Amstel Brouwerij B. V.,1264289044,2.0,1.5,1.5,hopheadjuice,Light Lager,2.5,1.5,Amstel Light,3.5,436
991,991,163,Amstel Brouwerij B. V.,1263592461,1.5,1.5,3.5,jadpsu,Light Lager,2.5,2.0,Amstel Light,3.5,436
992,992,163,Amstel Brouwerij B. V.,1263088566,2.5,2.0,3.0,Spineypanda,Light Lager,3.0,2.0,Amstel Light,3.5,436
993,993,163,Amstel Brouwerij B. V.,1263018781,3.0,2.0,3.0,dpodratsky3,Light Lager,2.5,2.0,Amstel Light,3.5,436
994,994,163,Amstel Brouwerij B. V.,1262761167,2.5,2.0,2.0,Chambic,Light Lager,2.5,2.0,Amstel Light,3.5,436
995,995,163,Amstel Brouwerij B. V.,1262747638,4.0,2.0,2.0,realbama,Light Lager,2.0,3.0,Amstel Light,3.5,436
996,996,163,Amstel Brouwerij B. V.,1261933783,3.0,3.0,2.0,heissebier,Light Lager,2.5,2.5,Amstel Light,3.5,436
997,997,163,Amstel Brouwerij B. V.,1258997318,3.0,2.0,2.5,rfgetz,Light Lager,3.0,2.5,Amstel Light,3.5,436
998,998,163,Amstel Brouwerij B. V.,1258683176,3.5,3.0,2.0,HalfFull,Light Lager,2.0,2.0,Amstel Light,3.5,436
999,999,163,Amstel Brouwerij B. V.,1258004545,3.5,3.5,3.0,woodychandler,Light Lager,3.0,3.5,Amstel Light,3.5,436
1000,1000,163,Amstel Brouwerij B. V.,1256767185,2.0,2.0,2.5,Kooz,Light Lager,1.5,2.5,Amstel Light,3.5,436
1001,1001,163,Amstel Brouwerij B. V.,1255657907,3.5,2.0,2.5,Shumista,Light Lager,1.5,2.0,Amstel Light,3.5,436
1002,1002,163,Amstel Brouwerij B. V.,1254651886,3.5,1.5,4.0,rvdoorn,Light Lager,3.5,2.0,Amstel Light,3.5,436
1003,1003,163,Amstel Brouwerij B. V.,1254365013,2.0,2.0,2.0,Brenden,Light Lager,2.0,2.5,Amstel Light,3.5,436
1004,1004,163,Amstel Brouwerij B. V.,1252976151,2.0,1.5,3.5,NeutroMan,Light Lager,2.0,1.0,Amstel Light,3.5,436
1005,1005,163,Amstel Brouwerij B. V.,1252206477,2.5,2.5,2.5,BarrelO,Light Lager,2.5,2.5,Amstel Light,3.5,436
1006,1006,163,Amstel Brouwerij B. V.,1251395170,4.0,2.5,3.0,FreshmanPour77,Light Lager,3.5,4.0,Amstel Light,3.5,436
1007,1007,163,Amstel Brouwerij B. V.,1250838053,1.5,1.5,3.0,blackc5,Light Lager,1.0,1.0,Amstel Light,3.5,436
1008,1008,163,Amstel Brouwerij B. V.,1250821825,1.0,2.0,4.5,CervezaMesa,Light Lager,1.0,1.0,Amstel Light,3.5,436
1009,1009,163,Amstel Brouwerij B. V.,1250821002,3.5,2.0,3.0,cjgator3,Light Lager,3.5,2.0,Amstel Light,3.5,436
1010,1010,163,Amstel Brouwerij B. V.,1249927519,3.0,2.5,3.0,Jwale73,Light Lager,3.5,2.5,Amstel Light,3.5,436
1011,1011,163,Amstel Brouwerij B. V.,1248310049,3.0,2.0,3.0,morebeergood,Light Lager,2.5,2.5,Amstel Light,3.5,436
1012,1012,163,Amstel Brouwerij B. V.,1246860601,3.0,2.0,4.0,onix1agr,Light Lager,2.5,2.0,Amstel Light,3.5,436
1013,1013,163,Amstel Brouwerij B. V.,1246322173,2.5,2.0,3.0,TexIndy,Light Lager,2.5,2.5,Amstel Light,3.5,436
1014,1014,163,Amstel Brouwerij B. V.,1245822612,3.0,3.0,3.0,hustlesworth,Light Lager,3.0,3.0,Amstel Light,3.5,436
1015,1015,163,Amstel Brouwerij B. V.,1245028908,4.0,3.5,3.0,beerman207,Light Lager,3.0,3.5,Amstel Light,3.5,436
1016,1016,163,Amstel Brouwerij B. V.,1244852064,4.0,2.5,2.5,CHickman,Light Lager,3.0,2.5,Amstel Light,3.5,436
1017,1017,163,Amstel Brouwerij B. V.,1244216578,3.0,2.5,2.5,yuenglings,Light Lager,3.0,2.0,Amstel Light,3.5,436
1018,1018,163,Amstel Brouwerij B. V.,1244089165,2.0,2.5,3.0,civilizedpsycho,Light Lager,2.0,2.5,Amstel Light,3.5,436
1019,1019,163,Amstel Brouwerij B. V.,1244079983,3.5,2.5,3.5,ZorPrime,Light Lager,2.5,2.0,Amstel Light,3.5,436
1020,1020,163,Amstel Brouwerij B. V.,1243204820,3.5,1.5,2.5,kflorence,Light Lager,2.5,1.5,Amstel Light,3.5,436
1021,1021,163,Amstel Brouwerij B. V.,1241022919,4.0,3.0,3.0,tigg924,Light Lager,3.0,3.5,Amstel Light,3.5,436
1022,1022,163,Amstel Brouwerij B. V.,1226451452,2.0,2.5,2.5,kinger,Light Lager,2.5,3.0,Amstel Light,3.5,436
1023,1023,163,Amstel Brouwerij B. V.,1240882781,2.0,1.5,2.0,zdk9,Light Lager,2.5,3.0,Amstel Light,3.5,436
1024,1024,163,Amstel Brouwerij B. V.,1240770690,2.5,2.0,2.0,grayburn,Light Lager,2.5,2.0,Amstel Light,3.5,436
1025,1025,163,Amstel Brouwerij B. V.,1240171428,5.0,2.0,2.0,archerwrestler,Light Lager,3.0,3.0,Amstel Light,3.5,436
1026,1026,163,Amstel Brouwerij B. V.,1239907791,2.5,2.5,1.5,roddwolff,Light Lager,2.0,3.0,Amstel Light,3.5,436
1027,1027,163,Amstel Brouwerij B. V.,1239314051,3.0,2.5,3.5,Tilley4,Light Lager,2.5,3.0,Amstel Light,3.5,436
1028,1028,163,Amstel Brouwerij B. V.,1239298313,2.0,2.0,2.0,Magpie14,Light Lager,1.5,2.0,Amstel Light,3.5,436
1029,1029,163,Amstel Brouwerij B. V.,1238630329,4.0,2.0,2.0,birdypowder,Light Lager,3.0,3.5,Amstel Light,3.5,436
1030,1030,163,Amstel Brouwerij B. V.,1238447624,1.5,1.5,2.5,KarlHungus,Light Lager,3.5,1.5,Amstel Light,3.5,436
1031,1031,163,Amstel Brouwerij B. V.,1236554249,1.5,2.0,2.0,far333,Light Lager,2.0,2.0,Amstel Light,3.5,436
1032,1032,163,Amstel Brouwerij B. V.,1235954167,5.0,2.0,3.0,McKnightOwl,Light Lager,2.0,2.5,Amstel Light,3.5,436
1033,1033,163,Amstel Brouwerij B. V.,1235267331,2.0,1.5,4.5,SeattleBeerBlog,Light Lager,3.0,3.0,Amstel Light,3.5,436
1034,1034,163,Amstel Brouwerij B. V.,1234840992,1.5,1.5,1.5,washburnkid,Light Lager,2.0,1.5,Amstel Light,3.5,436
1035,1035,163,Amstel Brouwerij B. V.,1234469214,1.5,2.0,1.5,schroederm,Light Lager,1.0,2.0,Amstel Light,3.5,436
1036,1036,163,Amstel Brouwerij B. V.,1234141296,2.5,2.5,2.0,AccidentalKate,Light Lager,1.5,2.0,Amstel Light,3.5,436
1037,1037,163,Amstel Brouwerij B. V.,1233980106,1.5,1.5,1.5,thekanna,Light Lager,2.5,1.5,Amstel Light,3.5,436
1038,1038,163,Amstel Brouwerij B. V.,1233636464,2.5,2.5,3.5,DesMoinesMike,Light Lager,3.0,3.0,Amstel Light,3.5,436
1039,1039,163,Amstel Brouwerij B. V.,1233178158,3.0,2.0,3.0,bigaizsosexy,Light Lager,3.0,3.5,Amstel Light,3.5,436
1040,1040,163,Amstel Brouwerij B. V.,1232929931,3.0,2.0,2.0,treehugger02010,Light Lager,3.5,3.0,Amstel Light,3.5,436
1041,1041,163,Amstel Brouwerij B. V.,1232821844,2.5,2.5,2.5,harpo111,Light Lager,2.5,2.5,Amstel Light,3.5,436
1042,1042,163,Amstel Brouwerij B. V.,1232748605,1.0,2.0,2.0,twentynine,Light Lager,3.0,1.0,Amstel Light,3.5,436
1043,1043,163,Amstel Brouwerij B. V.,1232434189,1.5,2.5,3.5,tconboy,Light Lager,2.5,2.0,Amstel Light,3.5,436
1044,1044,163,Amstel Brouwerij B. V.,1232404279,3.0,2.5,3.0,VicDip,Light Lager,3.0,3.0,Amstel Light,3.5,436
1045,1045,163,Amstel Brouwerij B. V.,1232134054,4.0,2.5,3.0,Only23,Light Lager,2.0,3.5,Amstel Light,3.5,436
1046,1046,163,Amstel Brouwerij B. V.,1231694388,3.0,2.5,3.0,WakeandBake,Light Lager,2.5,2.5,Amstel Light,3.5,436
1047,1047,163,Amstel Brouwerij B. V.,1231641039,2.5,2.0,2.0,MillySox,Light Lager,2.0,2.0,Amstel Light,3.5,436
1048,1048,163,Amstel Brouwerij B. V.,1231109090,2.5,2.0,3.0,SShelly,Light Lager,2.0,2.5,Amstel Light,3.5,436
1049,1049,163,Amstel Brouwerij B. V.,1231032675,1.0,1.5,3.0,MNJR,Light Lager,1.5,1.0,Amstel Light,3.5,436
1050,1050,163,Amstel Brouwerij B. V.,1230760553,3.0,2.0,3.0,Rayek,Light Lager,3.0,2.0,Amstel Light,3.5,436
1051,1051,163,Amstel Brouwerij B. V.,1230733379,4.0,3.5,2.5,Hoagie1973,Light Lager,2.5,3.0,Amstel Light,3.5,436
1052,1052,163,Amstel Brouwerij B. V.,1230684536,4.5,2.0,3.0,Devilsfan87,Light Lager,2.5,3.0,Amstel Light,3.5,436
1053,1053,163,Amstel Brouwerij B. V.,1230526484,4.5,2.0,2.0,Mistofminn,Light Lager,3.0,2.5,Amstel Light,3.5,436
1054,1054,163,Amstel Brouwerij B. V.,1229692701,2.0,1.5,3.0,OtherShoe2,Light Lager,3.0,2.0,Amstel Light,3.5,436
1055,1055,163,Amstel Brouwerij B. V.,1229455458,4.5,4.0,3.5,caskstrength,Light Lager,3.0,3.5,Amstel Light,3.5,436
1056,1056,163,Amstel Brouwerij B. V.,1228721393,4.5,2.5,2.5,gdfan47,Light Lager,3.5,3.0,Amstel Light,3.5,436
1057,1057,163,Amstel Brouwerij B. V.,1228427781,2.0,3.0,3.0,armock,Light Lager,3.0,2.0,Amstel Light,3.5,436
1058,1058,163,Amstel Brouwerij B. V.,1227579786,2.0,2.0,2.0,tmoneyba,Light Lager,2.0,2.0,Amstel Light,3.5,436
1059,1059,163,Amstel Brouwerij B. V.,1227330650,2.0,2.0,3.0,pwent,Light Lager,2.0,2.0,Amstel Light,3.5,436
1060,1060,163,Amstel Brouwerij B. V.,1227146969,2.0,2.5,1.5,hopdog,Light Lager,2.0,2.5,Amstel Light,3.5,436
1061,1061,163,Amstel Brouwerij B. V.,1226887261,2.5,2.0,2.0,nick76,Light Lager,2.0,2.5,Amstel Light,3.5,436
1062,1062,163,Amstel Brouwerij B. V.,1226010454,3.0,2.0,2.0,aerozeppl,Light Lager,2.0,2.0,Amstel Light,3.5,436
1063,1063,163,Amstel Brouwerij B. V.,1225784657,3.0,2.0,3.0,Chelsea1905,Light Lager,2.0,1.5,Amstel Light,3.5,436
1064,1064,163,Amstel Brouwerij B. V.,1225344450,3.0,3.0,2.0,bacabuck,Light Lager,3.0,2.5,Amstel Light,3.5,436
1065,1065,163,Amstel Brouwerij B. V.,1224724205,4.5,2.5,2.0,Beerfoo87,Light Lager,2.5,2.5,Amstel Light,3.5,436
1066,1066,163,Amstel Brouwerij B. V.,1224611868,3.0,2.0,2.5,CampusCrew,Light Lager,2.5,2.0,Amstel Light,3.5,436
1067,1067,163,Amstel Brouwerij B. V.,1222237657,3.0,2.0,2.0,BoxingFanatic,Light Lager,3.0,2.0,Amstel Light,3.5,436
1068,1068,163,Amstel Brouwerij B. V.,1219858981,3.0,3.0,3.0,akronzipfan,Light Lager,3.0,3.0,Amstel Light,3.5,436
1069,1069,163,Amstel Brouwerij B. V.,1219791180,2.0,2.0,2.0,mwa423,Light Lager,3.5,2.0,Amstel Light,3.5,436
1070,1070,163,Amstel Brouwerij B. V.,1219622274,2.0,1.5,3.5,RedChrome,Light Lager,2.0,2.5,Amstel Light,3.5,436
1071,1071,163,Amstel Brouwerij B. V.,1219513332,2.5,2.5,3.0,changeup45,Light Lager,2.5,2.0,Amstel Light,3.5,436
1072,1072,163,Amstel Brouwerij B. V.,1219271542,1.5,1.0,1.5,thekevlarkid,Light Lager,1.5,1.5,Amstel Light,3.5,436
1073,1073,163,Amstel Brouwerij B. V.,1219193757,3.0,2.5,2.0,Zadok,Light Lager,2.5,2.5,Amstel Light,3.5,436
1074,1074,3207,San Francisco Brewing Company,1200332278,4.0,4.0,3.5,bobsy,Weizenbock,4.5,4.0,St. Stephen's Bock,,34801
1075,1075,163,Amstel Brouwerij B. V.,1219022467,5.0,3.0,4.0,ejthetiger,Light Lager,5.0,5.0,Amstel Light,3.5,436
1076,1076,163,Amstel Brouwerij B. V.,1218917663,3.0,2.5,2.0,Gmann,Light Lager,3.0,2.5,Amstel Light,3.5,436
1077,1077,163,Amstel Brouwerij B. V.,1218416441,4.0,2.0,3.0,GoodKnight1220,Light Lager,4.0,3.0,Amstel Light,3.5,436
1078,1078,163,Amstel Brouwerij B. V.,1326049162,2.0,2.0,1.5,mrfrancis,Light Lager,2.5,2.5,Amstel Light,3.5,436
1079,1079,163,Amstel Brouwerij B. V.,1324003274,1.0,2.5,1.0,bobhits,Light Lager,1.5,1.0,Amstel Light,3.5,436
1080,1080,163,Amstel Brouwerij B. V.,1323740274,2.0,2.5,2.0,mduncan,Light Lager,2.0,2.5,Amstel Light,3.5,436
1081,1081,163,Amstel Brouwerij B. V.,1323499621,2.5,2.5,2.5,Chiefy770,Light Lager,2.5,2.0,Amstel Light,3.5,436
1082,1082,163,Amstel Brouwerij B. V.,1323059185,3.0,3.0,3.0,Shibbykaiyai,Light Lager,3.0,3.0,Amstel Light,3.5,436
1083,1083,163,Amstel Brouwerij B. V.,1322976375,2.0,2.5,3.0,kilustration,Light Lager,2.0,2.0,Amstel Light,3.5,436
1084,1084,163,Amstel Brouwerij B. V.,1322412897,1.5,1.0,1.0,ForWhatAlesYou,Light Lager,1.5,1.0,Amstel Light,3.5,436
1085,1085,163,Amstel Brouwerij B. V.,1320363026,2.5,2.0,3.0,Crossmd,Light Lager,2.0,2.5,Amstel Light,3.5,436
1086,1086,163,Amstel Brouwerij B. V.,1318024688,4.0,3.0,4.0,jsdunlop,Light Lager,4.0,3.0,Amstel Light,3.5,436
1087,1087,163,Amstel Brouwerij B. V.,1317695482,2.0,2.0,3.0,perrymarcus,Light Lager,2.0,1.5,Amstel Light,3.5,436
1088,1088,163,Amstel Brouwerij B. V.,1218125848,3.5,3.0,1.5,bobinnola,Light Lager,1.0,2.0,Amstel Light,3.5,436
1089,1089,163,Amstel Brouwerij B. V.,1217818449,1.0,1.0,2.5,Stinkypuss,Light Lager,2.0,1.5,Amstel Light,3.5,436
1090,1090,163,Amstel Brouwerij B. V.,1217809902,4.0,2.0,2.0,cnally,Light Lager,2.0,3.0,Amstel Light,3.5,436
1091,1091,163,Amstel Brouwerij B. V.,1217036134,3.0,2.0,2.0,Reagan1984,Light Lager,2.0,2.5,Amstel Light,3.5,436
1092,1092,163,Amstel Brouwerij B. V.,1217001021,3.0,3.0,3.0,chilidog,Light Lager,3.0,3.0,Amstel Light,3.5,436
1093,1093,163,Amstel Brouwerij B. V.,1216765843,1.5,2.0,2.5,beerthulhu,Light Lager,1.5,2.0,Amstel Light,3.5,436
1094,1094,163,Amstel Brouwerij B. V.,1216244868,4.0,2.5,3.0,thechamp,Light Lager,2.5,3.0,Amstel Light,3.5,436
1095,1095,163,Amstel Brouwerij B. V.,1185090470,2.5,2.0,3.0,Padron4KM,Light Lager,2.5,2.5,Amstel Light,3.5,436
1096,1096,163,Amstel Brouwerij B. V.,1216160835,2.0,2.5,3.5,IBUnit63,Light Lager,2.5,2.0,Amstel Light,3.5,436
1097,1097,163,Amstel Brouwerij B. V.,1214515651,2.0,2.0,2.0,GratefulBeerGuy,Light Lager,2.5,3.0,Amstel Light,3.5,436
1098,1098,163,Amstel Brouwerij B. V.,1214421105,3.5,2.0,2.5,zeff80,Light Lager,2.0,2.5,Amstel Light,3.5,436
1099,1099,163,Amstel Brouwerij B. V.,1212740275,3.5,2.5,3.0,Natural510,Light Lager,2.5,2.5,Amstel Light,3.5,436
1100,1100,163,Amstel Brouwerij B. V.,1212470826,3.0,3.0,2.0,dasenebler,Light Lager,2.5,2.0,Amstel Light,3.5,436
1101,1101,163,Amstel Brouwerij B. V.,1212125112,3.5,3.0,3.0,Slynger,Light Lager,3.0,3.0,Amstel Light,3.5,436
1102,1102,163,Amstel Brouwerij B. V.,1212026621,2.0,1.5,2.5,yelterdow,Light Lager,3.5,1.0,Amstel Light,3.5,436
1103,1103,163,Amstel Brouwerij B. V.,1211435352,4.0,1.5,2.0,tardiffism,Light Lager,2.0,2.5,Amstel Light,3.5,436
1104,1104,163,Amstel Brouwerij B. V.,1211429848,2.0,1.5,1.5,mashedpotatoes,Light Lager,1.0,2.0,Amstel Light,3.5,436
1105,1105,163,Amstel Brouwerij B. V.,1211367897,3.0,2.0,2.0,soupyman10,Light Lager,3.0,2.0,Amstel Light,3.5,436
1106,1106,163,Amstel Brouwerij B. V.,1210690236,3.0,2.0,2.5,Bamabrew22,Light Lager,2.5,3.0,Amstel Light,3.5,436
1107,1107,163,Amstel Brouwerij B. V.,1185055805,3.0,2.0,2.5,kevman527,Light Lager,2.0,2.5,Amstel Light,3.5,436
1108,1108,163,Amstel Brouwerij B. V.,1210391933,4.0,3.0,3.0,gnargnar,Light Lager,3.5,3.5,Amstel Light,3.5,436
1109,1109,163,Amstel Brouwerij B. V.,1210116236,1.5,1.0,2.0,rye726,Light Lager,1.0,1.0,Amstel Light,3.5,436
1110,1110,163,Amstel Brouwerij B. V.,1207185331,3.5,3.0,3.0,HopsAreOverrated,Light Lager,3.0,3.5,Amstel Light,3.5,436
1111,1111,163,Amstel Brouwerij B. V.,1206934843,3.0,2.0,2.0,gford217,Light Lager,2.0,2.5,Amstel Light,3.5,436
1112,1112,163,Amstel Brouwerij B. V.,1206083216,3.0,2.0,2.0,RJLarse,Light Lager,2.0,2.0,Amstel Light,3.5,436
1113,1113,163,Amstel Brouwerij B. V.,1205523099,2.5,2.0,2.0,dippy,Light Lager,2.0,2.0,Amstel Light,3.5,436
1114,1114,163,Amstel Brouwerij B. V.,1205362021,1.5,1.5,2.0,avalon07,Light Lager,2.0,1.5,Amstel Light,3.5,436
1115,1115,163,Amstel Brouwerij B. V.,1203623879,3.0,2.0,1.0,jwolfie70,Light Lager,2.0,2.5,Amstel Light,3.5,436
1116,1116,163,Amstel Brouwerij B. V.,1203377608,2.5,2.0,2.0,mltobin,Light Lager,1.5,2.0,Amstel Light,3.5,436
1117,1117,163,Amstel Brouwerij B. V.,1203360869,3.5,3.0,3.0,TrinkGermanBier,Light Lager,3.0,3.5,Amstel Light,3.5,436
1118,1118,163,Amstel Brouwerij B. V.,1203212086,2.0,2.5,3.0,mooseisloose,Light Lager,2.5,2.0,Amstel Light,3.5,436
1119,1119,163,Amstel Brouwerij B. V.,1202879548,3.5,2.0,3.5,PhiOmega,Light Lager,3.0,3.5,Amstel Light,3.5,436
1120,1120,163,Amstel Brouwerij B. V.,1202673285,3.0,1.0,3.0,eberkman,Light Lager,2.0,2.5,Amstel Light,3.5,436
1121,1121,163,Amstel Brouwerij B. V.,1201806138,3.0,3.5,2.0,JDV,Light Lager,3.0,3.0,Amstel Light,3.5,436
1122,1122,163,Amstel Brouwerij B. V.,1201235318,2.0,2.5,3.0,auxiliary,Light Lager,2.5,3.0,Amstel Light,3.5,436
1123,1123,163,Amstel Brouwerij B. V.,1200764409,3.5,3.0,4.0,blackie,Light Lager,3.5,3.0,Amstel Light,3.5,436
1124,1124,163,Amstel Brouwerij B. V.,1200313939,3.0,3.0,3.0,dsa7783,Light Lager,2.5,2.5,Amstel Light,3.5,436
1125,1125,163,Amstel Brouwerij B. V.,1199965407,2.0,3.0,3.5,PhillyCop,Light Lager,2.0,2.0,Amstel Light,3.5,436
1126,1126,163,Amstel Brouwerij B. V.,1198412390,4.0,2.0,2.0,stanleykoolbrick,Light Lager,3.0,4.0,Amstel Light,3.5,436
1127,1127,163,Amstel Brouwerij B. V.,1198294375,2.0,1.5,2.0,Lupe,Light Lager,2.5,2.0,Amstel Light,3.5,436
1128,1128,163,Amstel Brouwerij B. V.,1197675336,3.0,2.5,2.0,flatblack80,Light Lager,2.5,2.5,Amstel Light,3.5,436
1129,1129,163,Amstel Brouwerij B. V.,1195854774,4.5,4.0,3.5,BDIMike,Light Lager,4.0,4.0,Amstel Light,3.5,436
1130,1130,163,Amstel Brouwerij B. V.,1180226494,2.5,3.0,2.5,Cyberkedi,Light Lager,2.5,2.5,Amstel Light,3.5,436
1131,1131,163,Amstel Brouwerij B. V.,1194928706,5.0,4.0,4.5,NascarJDS,Light Lager,5.0,5.0,Amstel Light,3.5,436
1132,1132,163,Amstel Brouwerij B. V.,1191730865,3.5,2.0,3.0,KClarkin,Light Lager,2.0,2.5,Amstel Light,3.5,436
1133,1133,163,Amstel Brouwerij B. V.,1190875643,2.0,2.0,2.0,Overlord,Light Lager,2.0,2.0,Amstel Light,3.5,436
1134,1134,163,Amstel Brouwerij B. V.,1189958332,3.0,2.0,2.5,genog,Light Lager,3.5,2.0,Amstel Light,3.5,436
1135,1135,163,Amstel Brouwerij B. V.,1189469400,2.0,2.0,2.0,Brad007,Light Lager,2.0,2.0,Amstel Light,3.5,436
1136,1136,163,Amstel Brouwerij B. V.,1189389953,5.0,3.0,2.0,botham,Light Lager,3.0,2.0,Amstel Light,3.5,436
1137,1137,163,Amstel Brouwerij B. V.,1189222449,3.0,2.5,2.5,argock,Light Lager,2.0,2.5,Amstel Light,3.5,436
1138,1138,163,Amstel Brouwerij B. V.,1188181689,2.5,2.5,3.0,kajerm,Light Lager,2.0,1.5,Amstel Light,3.5,436
